Acronym,Scientific Name (NWPL/Mohlenbrock/Wilhelm & Rericha),Scientific Name Synonym             (Swink & Wilhelm/ Wilhelm & Rericha),Common Name           (NWPL/Mohlenbrock/Wilhelm & Rericha),Common Name          Synonym                  (Swink & Wilhelm/ Wilhelm & Rericha),Author,Midwest Region Wetland Indicator,NC-NE Region Wetland Indicator,Coefficient of Conservatism,Wetness Coefficient,Habit,Duration  ,Nativity,Scientific Family Name,Common Family Name
AMBTOM,Ambrosia tomentosa,FRANSERIA DISCOLOR,False Ragweed,FALSE RAGWEED,Nutt.,UPL,UPL,0,2,Forb,Perennial,Adventive,ASTERACEAE,Aster Family
FRADIS,Ambrosia tomentosa,FRANSERIA DISCOLOR,False Ragweed,FALSE RAGWEED,Nutt.,UPL,UPL,0,2,Forb,Perennial,Adventive,ASTERACEAE,Aster Family
AMBTRI,Ambrosia trifida,Ambrosia trifida,Great Ragweed,GIANT RAGWEED,L.,FAC,FAC,0,0,Forb,Annual,Native,ASTERACEAE,Aster Family
AMBINT,Ambrosia X intergradiens,Ambrosia X intergradiens,Low Hybrid Ragweed,LOW HYBRID RAGWEED,W. H. Wagner,UPL,UPL,0,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
AMEALN,Amelanchier alnifolia,Amelanchier alnifolia,Saskatoon Service-Berry,SASKATOON JUNEBERRY,(Nutt.) Nutt. ex M. Roemer,FACU,FACU,0,1,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
AMEARB,Amelanchier arborea,Amelanchier arborea,Downy Service-Berry,SERVICEBERRY,(Michx. f.) Fern.,FACU,FACU,8,1,Tree,Perennial,Native,ROSACEAE,Rose Family
AMECAN,Amelanchier canadensis,Amelanchier canadensis,Canadian Service-Berry,CANADIAN JUNEBERRY,(L.) Medik.,FACU,FAC,0,1,Tree,Perennial,Adventive,ROSACEAE,Rose Family
AMEHUM,Amelanchier humilis,Amelanchier humilis,Low Service-Berry,LOW SHADBLOW,Wieg. ,UPL,UPL,7,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
AMEINT,Amelanchier interior,Amelanchier interior,Inland Service-Berry,INLAND SHADBLOW,Nielsen,UPL,UPL,8,2,Tree,Perennial,Native,ROSACEAE,Rose Family
AMELAE,Amelanchier laevis,Amelanchier laevis,Allegheny Service-Berry,ALLEGHENY SHADBLOW,Wieg. ,UPL,UPL,7,2,Tree,Perennial,Native,ROSACEAE,Rose Family
AMESAN,Amelanchier sanguinea ,Amelanchier sanguinea,Round-Leaf Service-Berry,ROUND-LEAVED SERVICEBERRY,(Pursh) DC.,UPL,UPL,10,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
AMESPI,Amelanchier spicata,Amelanchier spicata,Running Service-Berry,RUNNING JUNEBERRY,(Lam.) K. Koch,FACU,FACU,7,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
AMEGRA,Amelanchier X grandiflora,AMELANCHIER X GRANDIFLORA,Sweet-Fruited Service-Berry,SWEET-FRUITED JUNEBERRY,Rehder,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
AMMROB,Ammannia robusta,Ammannia robusta,Grand Redstem,SCARLET LOOSESTRIFE,Heer & Regel,OBL,OBL,4,-2,Forb,Annual,Native,LYTHRACEAE,Loosestrife Family
AMMBRE,Ammophila breviligulata,Ammophila breviligulata,Beach Grass,MARRAM GRASS,Fern.,UPL,UPL,6,2,Grass,Perennial,Native,POACEAE,Grass Family
AMOCAN,Amorpha canescens,Amorpha canescens, Leadplant,LEAD PLANT,Pursh. ,UPL,UPL,10,2,Shrub,Perennial,Native,FABACEAE,Pea Family
AMOFRU,Amorpha fruticosa,Amorpha fruticosa,False Indigo-Bush,INDIGO BUSH,L.,FACW,FACW,5,-1,Shrub,Perennial,Native,FABACEAE,Pea Family
AMPALB,Ampelamus albidus,AMPELAMUS ALBIDUS,Bluevine,BLUE VINE,(Nutt.) Britt. ,UPL,UPL,0,2,Forb,Perennial,Adventive,ASCLEPIADACEAE,Milkweed Family
AMPBRE,Ampelopsis brevipedunculata,AMPELOPSIS BREVIPEDUNCULATA,Turquoise-Berry,TURQUOISE BERRY,(Maxim.) Trautv.,UPL,UPL,0,2,Vine,Perennial,Adventive,VITACEAE,Grape Family
AMPDRA,Amphiachyris dracunculoides,GUTIERREZIA DRACUNCULOIDES,Prairie Broomweed,BROOM SNAKEROOT,(DC.) Nutt.,UPL,UPL,0,2,Forb,Annual,Adventive,ASTERACEAE,Aster Family
GUTDRA,Amphiachyris dracunculoides,GUTIERREZIA DRACUNCULOIDES,Prairie Broomweed,BROOM SNAKEROOT,(DC.) Nutt.,UPL,UPL,0,2,Forb,Annual,Adventive,ASTERACEAE,Aster Family
AMPBRA,Amphicarpaea bracteata,Amphicarpaea bracteata,American Hog-Peanut,UPLAND HOG PEANUT,(L.) Fern.,FAC,FAC,5,0,Vine,Annual,Native,FABACEAE,Pea Family
AMPBRAB,Amphicarpaea bracteata var. bracteata,Amphicarpaea bracteata,American Hog-Peanut,UPLAND HOG PEANUT,(L.) Fern.,FAC,FAC,5,0,Vine,Annual,Native,FABACEAE,Pea Family
AMPBRAC,Amphicarpaea bracteata var. comosa,Amphicarpaea bracteata comosa,American Hog-Peanut,LOWLAND HOG PEANUT,(L.) C.F. Reed,FAC,FAC,5,0,Vine,Annual,Native,FABACEAE,Pea Family
AMSMEN,Amsinckia menziesii,AMSINCKIA MENZIESII,Menzies’ Fiddleneck,MENZIES' FIDDLENECK,(Lehm.) A. Nels. & J. F. Macbr.,UPL,UPL,0,2,Forb,Annual,Adventive,BORAGINACEAE,Borage Family
AMSSPE,Amsinckia spectabilis,AMSINCKIA SPECTABILIS,Woolly-Breeches,FIDDLENECK,Fisch. & C.A. Mey.,FACU,FACU,0,1,Forb,Annual,Adventive,BORAGINACEAE,Borage Family
ANAARV,Anagallis arvensis,ANAGALLIS ARVENSIS,Scarlet Pimpernel,SCARLET PIMPERNEL,L.,UPL,UPL,0,2,Forb,Annual,Adventive,PRIMULACEAE,Primrose Family
ANAMAR,Anaphalis margaritacea ,ANAPHALIS MARGARITACEA,Pearly Everlasting,PEARLY EVERLASTING,(L.) DC.,UPL,UPL,4,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ANCOFF,Anchusa ofﬁcinalis,ANCHUSA OFFICINALIS,Common Alkanet,ALKANET,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,BORAGINACEAE,Borage Family
ANDGLA,Andromeda polifolia var. latifolia,Andromeda glaucophylla,Bog-Rosemary,BOG ROSEMARY,Ait.,OBL,OBL,10,-2,Shrub,Perennial,Native,ERICACEAE,Heath Family
ANDPOL,Andromeda polifolia var. latifolia,Andromeda glaucophylla,Bog-Rosemary,BOG ROSEMARY,Ait.,OBL,OBL,10,-2,Shrub,Perennial,Native,ERICACEAE,Heath Family
ANDGER,Andropogon gerardii,Andropogon gerardii,Big Bluestem,BIG BLUESTEM GRASS,Vitman,FAC,FACU,5,0,Grass,Perennial,Native,POACEAE,Grass Family
ANDHAL,Andropogon hallii,ANDROPOGON HALLII,Sand Bluestem,SAND BLUESTEM GRASS, Hack.,UPL,UPL,0,2,Grass,Perennial,Adventive,POACEAE,Grass Family
ANDVIR,Andropogon virginicus,ANDROPOGON VIRGINICUS,Broom-Sedge,BROOM SEDGE,L.,FACU,FACU,1,1,Grass,Perennial,Native,POACEAE,Grass Family
ANDOCC,Androsace occidentalis,Androsace occidentalis,Western Rock-Jasmine,ROCK JASMINE,Pursh,FACU,UPL,3,1,Forb,Annual,Native,PRIMULACEAE,Primrose Family
ANECAN,Anemone canadensis,Anemone canadensis,Round-Leaf Thimbleweed,MEADOW ANEMONE,L.,FACW,FACW,4,-1,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ANECAR,Anemone caroliniana,Anemone caroliniana,Carolina Anemone,CAROLINA ANEMONE,Walt.,UPL,UPL,10,2,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ANECYL,Anemone cylindrica,Anemone cylindrica,Thimbleweed,THIMBLEWEED,Gray,UPL,UPL,8,2,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ANEPAT,Anemone patens var. multiﬁda,Anemone patens wolfgangiana; Pulsatilla patens subsp. Multifida,Pasque-Flower,PASQUE FLOWER,Pritz.,UPL,UPL,10,2,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
PULPAT,Anemone patens var. multiﬁda,Anemone patens wolfgangiana; Pulsatilla patens subsp. Multifida,Pasque-Flower,PASQUE FLOWER,Pritz.,UPL,UPL,10,2,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ANEQUI,Anemone quinquefolia,Anemone quinquefolia,Nightcaps,WOOD ANEMONE,L.,FAC,FACU,7,0,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ANEQUIB,Anemone quinquefolia var. bifolia,Anemone quinquefolia,Nightcaps,WOOD ANEMONE,Farw.,FAC,FACU,7,0,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ANEQUIQ,Anemone quinquefolia var. quinquefolia,Anemone quinquefolia,Nightcaps,WOOD ANEMONE,L.,FAC,FACU,7,0,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ANEVIR,Anemone virginiana,Anemone virginiana,Tall Thimbleweed,TALL ANEMONE,L.,FACU,FACU,5,1,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ANEVIRA,Anemone virginiana var. alba,Anemone virginiana var. alba,Tall Thimbleweed,NORTHERN TALL ANEMONE,(Oakes) Alph. Wood,FACU,FACU,5,1,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ANEGRA,Anethum graveolens,ANETHUM GRAVEOLENS,Dill,DILL,L.,UPL,UPL,0,2,Forb,Annual,Adventive,APIACEAE,Carrot Family
ANGATR,Angelica atropurpurea,Angelica atropurpurea,Purple-Stem Angelica,GREAT ANGELICA,L.,OBL,OBL,7,-2,Forb,Perennial,Native,APIACEAE,Carrot Family
ANOCRI,Anoda cristata,ANODA CRISTATA,Crested Anoda,CRESTED ANODA,(L.) Schlecht.,FAC,FAC,0,0,Forb,Annual,Adventive,MALVACEAE,Mallow Family
ANTHOW,Antennaria howellii,Antennaria howellii,Pussy-Toes,CATS FOOT,Greene,UPL,UPL,3,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ANTHOWN,Antennaria howellii,Antennaria howellii subsp. neodioica,Pussy-Toes,SHORT-LEAVED CATS FOOT,Greene,UPL,UPL,3,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ANTHOWP,Antennaria howellii,Antennaria howellii subsp. petaloidea,Pussy-Toes,LONG-LEAVED CATS FOOT,Greene,UPL,UPL,3,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ANTNEG,Antennaria neglecta,Antennaria neglecta,Cat’s-Foot,CAT'S FOOT,Greene,UPL,UPL,3,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ANTPAR,Antennaria parlinii,Antennaria parlinii,Pussy-Toes,GREEN EVERLASTING,Fern.,UPL,UPL,3,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ANTPARF,Antennaria parlinii ssp. fallax,Antennaria parlinii ssp. fallax,Pussy-Toes,GRAY EVERLASTING,(Green) R.J. Bayer & Stebbins,UPL,UPL,3,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ANTPARP,Antennaria parlinii ssp. parlinii,Antennaria parlinii,Pussy-Toes,GREEN EVERLASTING,Fern.,UPL,UPL,3,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ANTPLA,Antennaria plantaginifolia,Antennaria plantaginifolia,Pussy-Toes,PUSSY TOES,L.) Hook,UPL,UPL,4,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ANTARV,Anthemis arvensis var. agrestis,ANTHEMIS ARVENSIS AGRESTIS,Corn Chamomile,CORN CHAMOMILE,(Wallr.) DC.,UPL,UPL,0,2,Forb,Annual,Adventive,ASTERACEAE,Aster Family
ANTCOT,Anthemis cotula,ANTHEMIS COTULA,Stinking Chamomile,DOG FENNEL,L.,FACU,FACU,0,1,Forb,Annual,Adventive,ASTERACEAE,Aster Family
HIEODO,Anthoxanthum hirtum,Hierochloe odorata; Hierochloe hirta,Sweet Grass,SWEET GRASS,(L.) P. Beauv. ,UPL,UPL,10,2,Grass,Perennial,Native,POACEAE,Grass Family
ANTHIR,Anthoxanthum hirtum,Hierochloe odorata; Hierochloe hirta,Sweet Grass,SWEET GRASS,(L.) P. Beauv. ,UPL,UPL,10,2,Grass,Perennial,Native,POACEAE,Grass Family
HIEHIR,Anthoxanthum hirtum,Hierochloe odorata; Hierochloe hirta,Sweet Grass,SWEET GRASS,(L.) P. Beauv. ,UPL,UPL,10,2,Grass,Perennial,Native,POACEAE,Grass Family
ANTODO,Anthoxanthum odoratum,ANTHOXANTHUM ODORATUM,Large Sweet Vernal Grass,SWEET VERNAL GRASS,L.,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
ANTCAU,Anthriscus caucalis,ANTHRISCUS CAUCALIS,Chervil,BUR CHERVIL,M. Bieb. ,UPL,UPL,0,2,Forb,Annual,Adventive,APIACEAE,Carrot Family
ANTCER,Anthriscus cerefolium,ANTHRISCUS CEREFOLIUM,Chervil,CHERVIL,(L.) Hoffm.,UPL,UPL,0,2,Forb,Annual,Adventive,APIACEAE,Carrot Family
ANTSYL,Anthriscus sylvestris,ANTHRISCUS SYLVESTRIS,Chervil,WILD CHERVIL,(L.) Hoffm.,UPL,UPL,0,2,Forb,Biennial,Adventive,APIACEAE,Carrot Family
ANTVUL,Anthyllis vulneraria,ANTHYLLIS VULNERARIA,Lady’s-Finger,LADY'S FINGERS,L.,UPL,UPL,0,2,Forb,Annual,Adventive,FABACEAE,Pea Family
ANTELE,Anticlea elegans,Zigadenus glaucus,Mountain False Deathcamas,WHITE CAMASS,(Pursh) Rydb.,FAC,FACW,10,0,Forb,Perennial,Native,LILIACEAE,Lily Family
ZIGGLA,Anticlea elegans,Zigadenus glaucus,Mountain False Deathcamas,WHITE CAMASS,(Pursh) Rydb.,FAC,FACW,10,0,Forb,Perennial,Native,LILIACEAE,Lily Family
ANTELEG,Anticlea elegans var. glauca,Anticlea elegans var. glauca,Mountain False Deathcamas,WHITE CAMASS,(Pursh) Rydb.,FAC,FACW,10,0,Forb,Perennial,Native,LILIACEAE,Lily Family
ANTMAJ,Antirrhinum majus,ANTIRRHINUM MAJUS,Common Snapdragon,COMMON SNAPDRAGON,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,SCROPHULARIACEAE,Figwort Family
ANTORO,Antirrhinum orontium,ANTIRRHINUM ORONTIUM,Lesser Snapdragon,LESSER SNAPDRAGON,L. ,UPL,UPL,0,2,Forb,Annual,Adventive,SCROPHULARIACEAE,Figwort Family
APEINT,Apera interrupta,APERA INTERRUPTA,Italian Windgrass,LITTLE-AWNED GRASS,(L.) P. Beauv.,UPL,UPL,0,2,Grass,Annual,Adventive,POACEAE,Grass Family
APIAME,Apios americana,Apios americana,Groundnut,GROUND NUT,Medik.,FACW,FACW,5,-1,Forb,Perennial,Native,FABACEAE,Pea Family
APLHYE,Aplectrum hyemale,Aplectrum hyemale,Adam-and-Eve,PUTTY ROOT,(Muhl. ex Willd.) Torr.,FAC,FAC,9,0,Forb,Perennial,Native,ORCHIDACEAE,Orchid Family
APOAND,Apocynum androsaemifolium,Apocynum androsaemifolium,Spreading Dogbane,SPREADING DOGBANE,L.,UPL,UPL,5,2,Forb,Perennial,Native,APOCYNACEAE,Dogbane Family
APOANDA,Apocynum androsaemifolium var. androsaemifolium,Apocynum androsaemifolium,Spreading Dogbane,SPREADING DOGBANE,L.,UPL,UPL,5,2,Forb,Perennial,Native,APOCYNACEAE,Dogbane Family
APOANDI,Apocynum androsaemifolium var. incanum,,Spreading Dogbane,,A. DC.,UPL,UPL,5,2,Forb,Perennial,Native,APOCYNACEAE,Dogbane Family
APOCAN,Apocynum cannabinum,Apocynum sibiricum,Indian-Hemp,INDIAN HEMP,L.,FAC,FAC,2,0,Forb,Perennial,Native,APOCYNACEAE,Dogbane Family
APOSIB,Apocynum cannabinum,Apocynum sibiricum,Indian-Hemp,INDIAN HEMP,L.,FAC,FAC,2,0,Forb,Perennial,Native,APOCYNACEAE,Dogbane Family
APOISO,Apocynum isophyllum,Apocynum isophyllum,Green Dogbane,GREEN DOGBANE,Greene,UPL,UPL,10,2,Forb,Perennial,Native,APOCYNACEAE,Dogbane Family
APOTOM,Apocynum tomentellum,Apocynum tomentellum,Hoary Dogbane,HOARY DOGBANE,Nieuwl.,UPL,UPL,5,2,Forb,Perennial,Native,APOCYNACEAE,Dogbane Family
APOFLO,Apocynum X ﬂoribundum,Apocynum X medium,,HYBRID DOGBANE,Greene,UPL,UPL,4,2,Forb,Perennial,Native,APOCYNACEAE,Dogbane Family
APOMED,Apocynum X ﬂoribundum,Apocynum X medium,,HYBRID DOGBANE,Greene,UPL,UPL,4,2,Forb,Perennial,Native,APOCYNACEAE,Dogbane Family
AQUCAN,Aquilegia canadensis,Aquilegia canadensis,Red Columbine,WILD COLUMBINE,L.,FACU,FACU,6,1,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
AQUVUL,Aquilegia vulgaris,AQUILEGIA VULGARIS,Garden Columbine,GARDEN COLUMBINE,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,RANUNCULACEAE,Buttercup Family
ARALYR,Arabidopsis lyrata,Arabis lyrata,Sand Cress,SAND CRESS,(L.) O'Kane & Al-Shehbaz.,UPL,UPL,5,2,Forb,Biennial,Native,BRASSICACEAE,Mustard Family
ARATHA,Arabidopsis thaliana,ARABIDOPSIS THALIANA,Mouse-Ear Cress,MOUSE-EAR CRESS,(L.) Heynh.,UPL,UPL,0,2,Forb,Annual,Adventive,BRASSICACEAE,Mustard Family
ARAESC,Arabis eschscholtziana,Arabis eschscholtziana,Pacific-Coast Eared Rockcress,SMOOTH ROCK CRESS,Andrz.,FACU,FACU,0,1,Forb,Biennial,Adventive,BRASSICACEAE,Mustard Family
ARAHIR,Arabis pycnocarpa ,Arabis hirsuta,Hairy Eared Rockcress,HAIRY ROCK CRESS,(L.) Scop.,FACU,FACU,0,1,Forb,Biennial,Native,BRASSICACEAE,Mustard Family
ARAPYC,Arabis pycnocarpa ,Arabis hirsuta,Hairy Eared Rockcress,HAIRY ROCK CRESS,(L.) Scop.,FACU,FACU,0,1,Forb,Biennial,Native,BRASSICACEAE,Mustard Family
Betula X sandbergii,Arabis pycnocarpa var. adpressipilis,Arabis pycnocarpa var. adpressipilis,Hairy Eared Rockcress,HAIRY ROCK CRESS,M. Hopkins,FACU,FACU,8,1,Forb,Biennial,Native,BRASSICACEAE,Mustard Family
ARAHYP,Arachis hypogaea,Arachis hypogaea,Peanut,PEANUT,L.,UPL,UPL,0,2,Forb,Annual,Adventive,FABACEAE,Pea Family
ARACHI,Aralia chinensis,ARALIA CHINENSIS,Chinese Angelica Tree,CHINESE ANGELICA TREE,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ARALIACEAE,Spikenard Family
ARAELA,Aralia elata,ARALIA ELATA,Japanese Angelica Tree,DOWNY-LEAVED ANGELICA TREE,Seem.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ARALIACEAE,Spikenard Family
ARAELAG,Aralia elata var. glabrescens,ARALIA ELATA,Japanese Angelica Tree,BRISTLE-LEAVED ANGELICA TREE,Seem.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ARALIACEAE,Spikenard Family
ARAHIS,Aralia hispida,Aralia hispida,Bristly Sarsaparilla,BRISTLY SARSAPARILLA,Vent.,UPL,UPL,10,2,Shrub,Perennial,Native,ARALIACEAE,Spikenard Family
ARANUD,Aralia nudicaulis,Aralia nudicaulis,Wild Sarsaparilla,WILD SARSAPARILLA,L.,FACU,FACU,8,1,Forb,Perennial,Native,ARALIACEAE,Spikenard Family
ARARAC,Aralia racemosa,Aralia racemosa,American Spikenard,SPIKENARD,L.,FACU,FACU,10,1,Forb,Perennial,Native,ARALIACEAE,Spikenard Family
ARASTI,Aralia stipulata,Aralia stipulata,Chinese Angelica Tree,CHINESE ANGELICA TREE,Franch.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ARALIACEAE,Spikenard Family
ARCLAP,Arctium lappa,ARCTIUM LAPPA,Great Burdock,GREAT BURDOCK,L.,UPL,UPL,0,2,Forb,Biennial,Adventive,ASTERACEAE,Aster Family
ARCMIN,Arctium minus,ARCTIUM MINUS,Lesser Burrdock,COMMON BURDOCK,(Hill) Bernh.,FACU,FACU,0,1,Forb,Biennial,Adventive,ASTERACEAE,Aster Family
ARCTOM,Arctium tomentosum,ARCTIUM TOMENTOSUM,Cotton Burdock,COTTON BURDOCK,Mill.,UPL,UPL,0,2,Forb,Biennial,Adventive,ASTERACEAE,Aster Family
ARCUVA,Arctostaphylos uva-ursi ssp. coactilis,Arctostaphylos uva-ursi coactilis,Bearberry,BEARBERRY,"(Fern.& Macbr.) Love, Love, & Kapoor. Kinnikinnick",UPL,UPL,10,2,Shrub,Perennial,Native,ERICACEAE,Heath Family
ARCUVAC,Arctostaphylos uva-ursi ssp. coactilis,Arctostaphylos uva-ursi coactilis,Bearberry,BEARBERRY,"(Fern.& Macbr.) Love, Love, & Kapoor. Kinnikinnick",UPL,UPL,10,2,Shrub,Perennial,Native,ERICACEAE,Heath Family
ARESER,Arenaria serpyllifolia,ARENARIA SERPYLLIFOLIA,Thyme-Leaf Sandwort,THYME-LEAVED SANDWORT,L.,FAC,FAC,0,0,Forb,Annual,Adventive,CARYOPHYLLACEAE,Pink Family
AREBUL,Arethusa bulbosa,Arethusa bulbosa,Dragon's-Mouth,DRAGON'S MOUTH,L.,OBL,OBL,10,-2,Forb,Perennial,Native,ORCHIDACEAE,Orchid Family
ARGALI,Argemone albiﬂora,ARGEMONE INTERMEDIA,White Prickly Poppy,PRICKLY POPPY,Hornem.,UPL,UPL,0,2,Forb,Annual,Adventive,PAPAVERACEAE,Poppy Family
ARGINT,Argemone albiﬂora,ARGEMONE INTERMEDIA,White Prickly Poppy,PRICKLY POPPY,Hornem.,UPL,UPL,0,2,Forb,Annual,Adventive,PAPAVERACEAE,Poppy Family
ARGALA,Argemone mexicana,ARGEMONE ALBA,Mexican Poppy,WHITE PRICKLY POPPY,L.,UPL,UPL,0,2,Forb,Annual,Adventive,PAPAVERACEAE,Poppy Family
ARGMEX,Argemone mexicana,ARGEMONE ALBA,Mexican Poppy,WHITE PRICKLY POPPY,L.,UPL,UPL,0,2,Forb,Annual,Adventive,PAPAVERACEAE,Poppy Family
ARGANS,Argentina anserina,Potentilla anserina,Common Silverweed,SILVERWEED,(L.) Rydb.,FACW,FACW,4,-1,Forb,Perennial,Native,ROSACEAE,Rose Family
POTANS,Argentina anserina,Potentilla anserina,Common Silverweed,SILVERWEED,(L.) Rydb.,FACW,FACW,4,-1,Forb,Perennial,Native,ROSACEAE,Rose Family
ARIDRA,Arisaema dracontium,Arisaema dracontium,Greendragon,GREEN DRAGON,(L.) Schott,FACW,FACW,6,-1,Forb,Perennial,Native,ARACEAE,Arum Family
ARITRI,Arisaema triphyllum,Arisaema triphyllum ssp. pusillum; Arisaema triphyllum ssp. stewardsonii,Jack-In-The-Pulpit,JACK-IN-THE-PULPIT,(L.) Schott,FACW,FAC,5,-1,Forb,Perennial,Native,ARACEAE,Arum Family
ARIBAS,Aristida basiramea,ARISTIDA BASIRAMEA,Fork-Tipped Three-Awn,FORK-TIPPED THREE-AWN GRASS,Engelm.,UPL,UPL,0,2,Grass,Annual,Adventive,POACEAE,Grass Family
ARIDIC,Aristida dichotoma,Aristida dichotoma,Church-Mouse Three-Awn,POVERTY GRASS,Michx.,FACU,FACU,1,1,Grass,Annual,Native,POACEAE,Grass Family
ARIINT,Aristida intermedia,Aristida intermedia,False Arrow-Feather Three-Awn,FALSE ARROW FEATHER,Scribn. & Ball,UPL,UPL,5,2,Grass,Annual,Native,POACEAE,Grass Family
ARILON,Aristida longespica,Aristida longespica,Red Three-Awn,PLAINS THREE-AWN GRASS,Poir.,FACU,FACU,1,1,Grass,Annual,Native,POACEAE,Grass Family
ARILONG,Aristida longespica var. geniculata,Aristida necopina,Red Three-Awn,PLAINS THREE-AWN GRASS,(Raf.) Fern.,FACU,FACU,1,1,Grass,Annual,Native,POACEAE,Grass Family
ARINEC,Aristida longespica var. geniculata,Aristida necopina,Red Three-Awn,PLAINS THREE-AWN GRASS,(Raf.) Fern.,FACU,FACU,1,1,Grass,Annual,Native,POACEAE,Grass Family
ARILONL,Aristida longespica var. longespica,Aristida longespica,Red Three-Awn,PLAINS THREE-AWN GRASS,Poir.,FACU,FACU,1,1,Grass,Annual,Native,POACEAE,Grass Family
ARIOLI,Aristida oligantha,Aristida oligantha,Plains Three-Awn,PLAINS THREE-AWN GRASS,Michx. ,UPL,UPL,0,2,Grass,Annual,Native,POACEAE,Grass Family
ARIPUR,Aristida purpurascens,Aristida purpurascens,Arrow-Feather Three-Awn,ARROW FEATHER,Poir.,FACU,UPL,5,1,Grass,Perennial,Native,POACEAE,Grass Family
ARITUB,Aristida tuberculosa,Aristida tuberculosa,Beach Three-Awn,BEACH THREE-AWN GRASS,Nutt. ,UPL,UPL,9,2,Grass,Annual,Native,POACEAE,Grass Family
ARICLE,Aristolochia clematitis,ARISTOLOCHIA CLEMATITIS,Birthwort,BIRTHWORT,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,ARISTOLOCHIACEAE,Birthwort Family
ARMRUS,Armoracia rusticana,ARMORACIA RUSTICANA,Horseradish,HORSE RADISH,"(Lam.) Gaertn., Mey., & Scherb. ",UPL,UPL,0,2,Forb,Perennial,Adventive,BRASSICACEAE,Mustard Family
ARNATR,Arnoglossum atriplicifolium,Cacalia atriplicifolia,Indian-Plantain,PALE INDIAN PLANTAIN,(L.) H. Robins.,UPL,UPL,8,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
CACATR,Arnoglossum atriplicifolium,Cacalia atriplicifolia,Indian-Plantain,PALE INDIAN PLANTAIN,(L.) H. Robins.,UPL,UPL,8,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
ARNPLA,Arnoglossum plantagineum,Cacalia plantaginea,Groove-Stem Indian-Plantain,PRAIRIE INDIAN PLANTAIN,Raf.,FAC,FAC,10,0,Forb,Perennial,Native,ASTERACEAE,Aster Family
CACPLA,Arnoglossum plantagineum,Cacalia plantaginea,Groove-Stem Indian-Plantain,PRAIRIE INDIAN PLANTAIN,Raf.,FAC,FAC,10,0,Forb,Perennial,Native,ASTERACEAE,Aster Family
ARNREN,Arnoglossum reniforme,Cacalia muhlenbergii,Great Indian-Plantain,GREAT INDIAN PLANTAIN,(Hook.) H. Robins. ,UPL,UPL,10,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
CACMUH,Arnoglossum reniforme,Cacalia muhlenbergii,Great Indian-Plantain,GREAT INDIAN PLANTAIN,(Hook.) H. Robins. ,UPL,UPL,10,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
AROMEL,Aronia melanocarpa,Aronia melanocarpa,Black Chokeberry,BLACK CHOKEBERRY,(Michx.) Ell.,FACW,FACW,7,-1,Shrub,Perennial,Native,ROSACEAE,Rose Family
AROPRU,Aronia prunifolia,Aronia prunifolia,Purple Chokeberry,CHOKEBERRY,(Lindl.) Robertson & Phipps  ,FACW,FACW,7,-1,Shrub,Perennial,Native,ROSACEAE,Rose Family
ARRELA,Arrhenatherum elatius,ARRHENATHERUM ELATIUS,Tall Oat Grass,TALL OAT GRASS,(L.) Beauv. ex J.& K. Presl,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
